date,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi
2009-09-11,2773,3785,-1012,422,974,-552,0,0,0,3195,4759,-1564
2009-09-14,2111,3084,-973,369,987,-618,0,0,0,2480,4071,-1591
2009-09-15,2615,2967,-352,415,747,-332,0,0,0,3030,3714,-684
2009-09-16,1316,608,708,598,187,411,0,0,0,1914,795,1119
2009-09-17,1563,1204,359,346,103,243,0,0,0,1909,1307,602
2009-09-18,1587,855,732,919,83,836,0,2,-2,2506,940,1566
2009-09-21,1756,845,911,456,77,379,0,2,-2,2212,924,1288
2009-09-22,1755,1421,334,464,117,347,0,2,-2,2219,1540,679
2009-09-23,2086,1975,111,207,355,-148,0,3,-3,2293,2333,-40
2009-09-24,2591,2045,546,185,219,-34,0,3,-3,2776,2267,509
2009-09-25,2105,1985,120,399,54,345,0,3,-3,2504,2042,462
2009-09-28,2480,1983,497,258,97,161,0,3,-3,2738,2083,655
2009-09-29,3241,2511,730,662,281,381,0,3,-3,3903,2795,1108
2009-09-30,3711,2197,1514,1138,340,798,0,3,-3,4849,2540,2309
2009-10-01,4496,2284,2212,868,311,557,0,3,-3,5364,2598,2766
2009-10-02,3838,3001,837,241,333,-92,0,3,-3,4079,3337,742
2009-10-05,3989,2435,1554,510,302,208,0,3,-3,4499,2740,1759
2009-10-06,4570,1286,3284,644,291,353,0,3,-3,5214,1580,3634
2009-10-07,4002,1034,2968,215,297,-82,0,3,-3,4217,1334,2883
2009-10-08,3708,1745,1963,46,458,-412,0,3,-3,3754,2206,1548
2009-10-09,4136,929,3207,572,404,168,0,3,-3,4708,1336,3372
2009-10-12,4776,941,3835,213,501,-288,0,3,-3,4989,1445,3544
2009-10-13,4211,1186,3025,568,475,93,0,3,-3,4779,1664,3115
2009-10-14,6394,1532,4862,923,361,562,0,3,-3,7317,1896,5421
2009-10-15,5146,1926,3220,641,351,290,0,3,-3,5787,2280,3507
2009-10-16,4880,1866,3014,987,337,650,0,3,-3,5867,2206,3661
2009-10-19,5006,1269,3737,1827,409,1418,0,14,-14,6833,1692,5141
2009-10-20,4233,974,3259,976,313,663,0,14,-14,5209,1301,3908
2009-10-21,1274,1257,17,420,424,-4,0,14,-14,1694,1695,-1
2009-10-22,1924,2642,-718,41,776,-735,0,14,-14,1965,3432,-1467
2009-10-23,2323,1656,667,122,371,-249,0,14,-14,2445,2041,404
2009-10-26,2385,1006,1379,454,152,302,0,14,-14,2839,1172,1667
2009-10-27,2485,2028,457,123,126,-3,0,14,-14,2608,2168,440
2009-10-28,3017,2773,244,36,1036,-1000,0,14,-14,3053,3823,-770
2009-10-29,3540,3694,-154,102,1476,-1374,0,14,-14,3642,5184,-1542
2009-10-30,3843,2967,876,78,1647,-1569,0,14,-14,3921,4628,-707
2009-11-02,3902,3625,277,140,612,-472,0,14,-14,4042,4251,-209
2009-11-03,4453,4262,191,184,1268,-1084,0,14,-14,4637,5544,-907
2009-11-04,4226,3233,993,212,1424,-1212,0,14,-14,4438,4671,-233
2009-11-05,4411,3717,694,289,1672,-1383,0,14,-14,4700,5403,-703
2009-11-06,4909,3764,1145,327,1887,-1560,0,14,-14,5236,5665,-429
2009-11-09,5839,4100,1739,278,1777,-1499,0,14,-14,6117,5891,226
2009-11-10,6828,3830,2998,309,1966,-1657,0,14,-14,7137,5810,1327
2009-11-11,5289,4079,1210,315,1198,-883,0,14,-14,5604,5291,313
2009-11-12,5251,3846,1405,164,1187,-1023,0,14,-14,5415,5047,368
2009-11-13,5751,4613,1138,158,1271,-1113,0,14,-14,5909,5898,11
2009-11-16,5386,3462,1924,228,875,-647,0,14,-14,5614,4351,1263
2009-11-17,4614,3410,1204,236,1591,-1355,0,3,-3,4850,5004,-154
2009-11-18,2255,556,1699,354,34,320,0,2,-2,2609,592,2017
2009-11-19,2396,1416,980,622,123,499,0,2,-2,3018,1541,1477
2009-11-20,2467,1557,910,253,29,224,0,2,-2,2720,1588,1132
2009-11-23,2497,2460,37,353,66,287,0,2,-2,2850,2528,322
2009-11-24,2527,2697,-170,189,257,-68,0,2,-2,2716,2956,-240
2009-11-25,2575,2384,191,361,52,309,0,2,-2,2936,2438,498
2009-11-26,2461,2122,339,225,294,-69,0,2,-2,2686,2418,268
2009-11-27,2773,3487,-714,184,1396,-1212,0,3,-3,2957,4886,-1929
2009-11-30,2686,3113,-427,162,1433,-1271,0,3,-3,2848,4549,-1701
2009-12-01,2679,2502,177,181,565,-384,0,3,-3,2860,3070,-210
2009-12-02,2789,2758,31,178,1015,-837,0,0,0,2967,3773,-806
2009-12-03,2639,2637,2,162,1467,-1305,0,0,0,2801,4104,-1303
2009-12-04,2646,3742,-1096,160,1212,-1052,0,0,0,2806,4954,-2148
2009-12-07,2745,2756,-11,191,717,-526,0,0,0,2936,3473,-537
2009-12-08,2992,3533,-541,175,1098,-923,0,0,0,3167,4631,-1464
2009-12-09,2837,3192,-355,313,773,-460,0,0,0,3150,3965,-815
2009-12-10,2513,5148,-2635,166,1313,-1147,0,0,0,2679,6461,-3782
2009-12-11,3959,3423,536,255,1233,-978,0,0,0,4214,4656,-442
2009-12-14,3134,3524,-390,203,1032,-829,0,0,0,3337,4556,-1219
2009-12-15,2833,3950,-1117,169,1532,-1363,0,0,0,3002,5482,-2480
2009-12-16,830,1130,-300,290,680,-390,0,0,0,1120,1810,-690
2009-12-17,1342,1052,290,177,674,-497,0,0,0,1519,1726,-207
2009-12-18,2052,1241,811,175,506,-331,0,0,0,2227,1747,480
2009-12-21,2060,1287,773,470,346,124,0,0,0,2530,1633,897
2009-12-22,2220,1447,773,922,307,615,0,0,0,3142,1754,1388
2009-12-23,2980,1553,1427,1379,236,1143,0,0,0,4359,1789,2570
2009-12-24,2716,1352,1364,1760,103,1657,0,0,0,4476,1455,3021
2009-12-25,2670,1430,1240,1633,75,1558,0,0,0,4303,1505,2798
2009-12-28,2460,1210,1250,713,173,540,0,0,0,3173,1383,1790
2009-12-29,2528,941,1587,641,156,485,0,0,0,3169,1097,2072
2009-12-30,2397,1091,1306,810,134,676,0,0,0,3207,1225,1982
2009-12-31,2412,880,1532,860,155,705,0,0,0,3272,1035,2237
2010-01-04,2275,943,1332,370,249,121,0,0,0,2645,1192,1453
2010-01-05,3797,959,2838,248,618,-370,0,0,0,4045,1577,2468
2010-01-06,5882,1185,4697,403,314,89,0,0,0,6285,1499,4786
2010-01-07,4465,1467,2998,248,1696,-1448,0,0,0,4713,3163,1550
2010-01-08,4733,1328,3405,168,2216,-2048,0,0,0,4901,3544,1357
2010-01-11,3990,1589,2401,162,2359,-2197,0,0,0,4152,3948,204
2010-01-12,4314,1917,2397,173,2776,-2603,0,0,0,4487,4693,-206
2010-01-13,4570,2929,1641,181,3039,-2858,0,0,0,4751,5968,-1217
2010-01-14,6085,2473,3612,200,2463,-2263,0,0,0,6285,4936,1349
2010-01-15,6654,2445,4209,208,1942,-1734,0,0,0,6862,4387,2475
2010-01-18,4889,2315,2574,584,2044,-1460,0,0,0,5473,4359,1114
2010-01-19,5443,4808,635,162,2915,-2753,0,0,0,5605,7723,-2118
2010-01-20,1925,2561,-636,510,663,-153,0,0,0,2435,3224,-789
2010-01-21,1848,5098,-3250,368,379,-11,0,0,0,2216,5477,-3261
2010-01-22,2562,4563,-2001,221,404,-183,0,0,0,2783,4967,-2184
2010-01-25,3109,4731,-1622,1056,454,602,0,0,0,4165,5185,-1020
2010-01-26,3580,3452,128,175,234,-59,0,0,0,3755,3686,69
2010-01-27,3409,2766,643,170,312,-142,0,0,0,3579,3078,501
2010-01-28,3574,2418,1156,1058,244,814,0,10,-10,4632,2672,1960
2010-01-29,3363,3149,214,630,211,419,0,20,-20,3993,3380,613
2010-02-01,3677,4082,-405,313,901,-588,0,20,-20,3990,5003,-1013
2010-02-02,5236,5572,-336,192,1360,-1168,0,20,-20,5428,6952,-1524
2010-02-03,5877,5776,101,230,132,98,0,20,-20,6107,5928,179
2010-02-04,5806,6483,-677,160,185,-25,0,20,-20,5966,6688,-722
2010-02-05,5077,7409,-2332,164,128,36,0,25,-25,5241,7562,-2321
2010-02-06,5330,6458,-1128,201,335,-134,0,25,-25,5531,6818,-1287
2010-02-08,6581,6320,261,302,281,21,0,25,-25,6883,6626,257
2010-02-09,4562,5304,-742,744,267,477,0,25,-25,5306,5596,-290
2010-02-10,3972,4395,-423,615,271,344,0,25,-25,4587,4691,-104
2010-02-22,354,2522,-2168,68,927,-859,0,25,-25,422,3474,-3052
2010-02-23,1627,2655,-1028,79,737,-658,0,25,-25,1706,3417,-1711
2010-02-24,635,4169,-3534,107,579,-472,0,25,-25,742,4773,-4031
2010-02-25,1507,3248,-1741,82,877,-795,0,25,-25,1589,4150,-2561
2010-02-26,1644,2905,-1261,112,923,-811,0,25,-25,1756,3853,-2097
2010-03-01,1272,1661,-389,162,400,-238,0,25,-25,1434,2086,-652
2010-03-02,1389,1820,-431,161,728,-567,0,25,-25,1550,2573,-1023
2010-03-03,1736,1421,315,135,618,-483,0,25,-25,1871,2064,-193
2010-03-04,2218,1454,764,149,840,-691,0,0,0,2367,2294,73
2010-03-05,2402,1191,1211,136,1117,-981,0,0,0,2538,2308,230
2010-03-08,2550,999,1551,118,1306,-1188,0,0,0,2668,2305,363
2010-03-09,2949,896,2053,108,1380,-1272,0,0,0,3057,2276,781
2010-03-10,2367,1075,1292,98,1083,-985,0,0,0,2465,2158,307
2010-03-11,2413,1415,998,91,1234,-1143,0,0,0,2504,2649,-145
2010-03-12,1945,1745,200,79,1074,-995,0,0,0,2024,2819,-795
2010-03-15,1902,3162,-1260,95,1060,-965,0,0,0,1997,4222,-2225
2010-03-16,2860,3756,-896,91,512,-421,0,0,0,2951,4268,-1317
2010-03-17,575,2498,-1923,462,76,386,0,0,0,1037,2574,-1537
2010-03-18,1334,1338,-4,583,840,-257,0,0,0,1917,2178,-261
2010-03-19,1326,1704,-378,716,866,-150,0,0,0,2042,2570,-528
2010-03-22,1847,1863,-16,602,1085,-483,0,0,0,2449,2948,-499
2010-03-23,1207,2299,-1092,276,1105,-829,0,0,0,1483,3404,-1921
2010-03-24,1357,3002,-1645,413,1104,-691,0,0,0,1770,4106,-2336
2010-03-25,1918,3261,-1343,543,1336,-793,0,0,0,2461,4597,-2136
2010-03-26,2074,2806,-732,574,1049,-475,0,0,0,2648,3855,-1207
2010-03-29,2202,2364,-162,553,655,-102,0,0,0,2755,3019,-264
2010-03-30,1763,2699,-936,182,693,-511,0,0,0,1945,3392,-1447
2010-03-31,1954,3776,-1822,436,736,-300,0,0,0,2390,4512,-2122
2010-04-01,3928,2743,1185,741,710,31,0,0,0,4669,3453,1216
2010-04-02,2393,2674,-281,277,902,-625,0,0,0,2670,3576,-906
2010-04-06,1386,2922,-1536,295,1022,-727,0,0,0,1681,3944,-2263
2010-04-07,1467,3430,-1963,313,1024,-711,0,0,0,1780,4454,-2674
2010-04-08,1473,4484,-3011,219,1625,-1406,0,0,0,1692,6109,-4417
2010-04-09,2317,4675,-2358,349,1205,-856,0,0,0,2666,5880,-3214
2010-04-12,1948,6098,-4150,257,1419,-1162,0,0,0,2205,7517,-5312
2010-04-13,1867,6260,-4393,307,1429,-1122,0,0,0,2174,7689,-5515
2010-04-14,1887,5081,-3194,418,848,-430,0,0,0,2305,5929,-3624
2010-04-15,1519,4704,-3185,373,970,-597,0,0,0,1892,5674,-3782
2010-04-16,1680,6182,-4502,538,1157,-619,0,0,0,2218,7339,-5121
2010-04-19,3474,8867,-5393,846,956,-110,0,0,0,4320,9823,-5503
2010-04-20,4408,5167,-759,1121,495,626,0,10,-10,5529,5672,-143
2010-04-21,397,2159,-1762,897,111,786,0,10,-10,1294,2280,-986
2010-04-22,403,2878,-2475,1657,68,1589,0,10,-10,2060,2956,-896
2010-04-23,772,2755,-1983,2198,324,1874,0,10,-10,2970,3089,-119
2010-04-26,1027,2245,-1218,1076,192,884,0,10,-10,2103,2447,-344
2010-04-27,1115,3639,-2524,743,351,392,0,10,-10,1858,4000,-2142
2010-04-28,1373,4710,-3337,1009,223,786,0,0,0,2382,4933,-2551
2010-04-29,2189,4969,-2780,1407,748,659,0,0,0,3596,5717,-2121
2010-04-30,2307,7437,-5130,595,762,-167,0,0,0,2902,8199,-5297
2010-05-03,2415,9771,-7356,903,876,27,0,0,0,3318,10647,-7329
2010-05-04,2765,10561,-7796,1283,1027,256,0,0,0,4048,11588,-7540
2010-05-05,2356,7981,-5625,2086,1014,1072,0,0,0,4442,8995,-4553
2010-05-06,1954,8436,-6482,2781,1177,1604,0,0,0,4735,9613,-4878
2010-05-07,3152,7426,-4274,2062,886,1176,0,0,0,5214,8312,-3098
2010-05-10,4557,7161,-2604,2647,1190,1457,0,0,0,7204,8351,-1147
2010-05-11,1752,8040,-6288,3640,1195,2445,0,0,0,5392,9235,-3843
2010-05-12,3495,9185,-5690,3850,1007,2843,0,0,0,7345,10192,-2847
2010-05-13,5963,8086,-2123,1600,709,891,0,0,0,7563,8795,-1232
2010-05-14,4540,8663,-4123,2137,1635,502,0,0,0,6677,10298,-3621
2010-05-17,5183,11293,-6110,1908,2516,-608,0,0,0,7091,13809,-6718
2010-05-18,4465,11797,-7332,1529,2474,-945,0,0,0,5994,14271,-8277
2010-05-19,1512,6481,-4969,2344,544,1800,0,0,0,3856,7025,-3169
2010-05-20,1879,8160,-6281,1630,634,996,0,0,0,3509,8794,-5285
2010-05-21,3809,8652,-4843,2725,254,2471,0,0,0,6534,8906,-2372
2010-05-24,2022,9392,-7370,3485,250,3235,0,0,0,5507,9642,-4135
2010-05-25,2029,10091,-8062,3391,522,2869,0,0,0,5420,10613,-5193
2010-05-26,2092,9775,-7683,3090,827,2263,0,0,0,5182,10602,-5420
2010-05-27,1963,9422,-7459,3295,404,2891,0,0,0,5258,9826,-4568
2010-05-28,2615,9276,-6661,4233,1244,2989,0,0,0,6848,10520,-3672
2010-05-31,3157,6717,-3560,4344,1531,2813,0,0,0,7501,8248,-747
2010-06-01,3517,7565,-4048,4418,1913,2505,0,0,0,7935,9478,-1543
2010-06-02,3217,8569,-5352,5143,679,4464,0,0,0,8360,9248,-888
2010-06-03,3681,6662,-2981,5439,856,4583,0,0,0,9120,7518,1602
2010-06-04,2639,6913,-4274,5282,447,4835,0,0,0,7921,7360,561
2010-06-07,2862,8418,-5556,6934,1497,5437,0,0,0,9796,9915,-119
2010-06-08,2626,8245,-5619,7047,1627,5420,0,0,0,9673,9872,-199
2010-06-09,3362,9219,-5857,7085,1905,5180,0,0,0,10447,11124,-677
2010-06-10,3155,7511,-4356,7319,1389,5930,0,0,0,10474,8900,1574
2010-06-11,3265,7650,-4385,7241,1297,5944,0,0,0,10506,8947,1559
2010-06-14,4045,7606,-3561,6953,1578,5375,0,0,0,10998,9184,1814
2010-06-15,4062,8262,-4200,7536,1624,5912,0,0,0,11598,9886,1712
2010-06-17,1381,5246,-3865,3768,62,3706,0,0,0,5149,5308,-159
2010-06-18,2129,6261,-4132,3734,222,3512,0,0,0,5863,6483,-620
2010-06-21,2088,6423,-4335,3684,614,3070,0,0,0,5772,7037,-1265
2010-06-22,1586,6394,-4808,3701,711,2990,0,0,0,5287,7105,-1818
2010-06-23,1315,7328,-6013,3839,800,3039,0,0,0,5154,8128,-2974
2010-06-24,1412,7305,-5893,4089,695,3394,0,0,0,5501,8000,-2499
2010-06-25,1411,8500,-7089,4096,1122,2974,0,0,0,5507,9622,-4115
2010-06-28,1478,8533,-7055,4372,727,3645,0,0,0,5850,9260,-3410
2010-06-29,1479,11220,-9741,4752,1474,3278,0,0,0,6231,12694,-6463
2010-06-30,1413,11056,-9643,4397,1389,3008,0,0,0,5810,12445,-6635
2010-07-01,1401,11417,-10016,4545,1567,2978,0,0,0,5946,12984,-7038
2010-07-02,1446,9280,-7834,4977,1515,3462,0,0,0,6423,10795,-4372
2010-07-05,2698,7678,-4980,4830,1025,3805,0,0,0,7528,8703,-1175
2010-07-06,4183,5022,-839,4494,1102,3392,0,0,0,8677,6124,2553
2010-07-07,4114,4917,-803,4180,1308,2872,0,0,0,8294,6225,2069
2010-07-08,4873,4797,76,4623,1881,2742,0,0,0,9496,6678,2818
2010-07-09,2523,4641,-2118,4919,1645,3274,0,0,0,7442,6286,1156
2010-07-12,2790,4579,-1789,5298,2329,2969,0,0,0,8088,6908,1180
2010-07-13,2449,4617,-2168,5381,1936,3445,0,0,0,7830,6553,1277
2010-07-14,2606,4124,-1518,5239,2694,2545,0,0,0,7845,6818,1027
2010-07-15,2668,4061,-1393,5529,3327,2202,0,0,0,8197,7388,809
2010-07-16,2649,4488,-1839,5932,3945,1987,0,0,0,8581,8433,148
2010-07-19,2297,4986,-2689,6483,4674,1809,0,0,0,8780,9660,-880
2010-07-20,2070,4540,-2470,6550,4434,2116,0,0,0,8620,8974,-354
2010-07-21,973,2421,-1448,2831,832,1999,0,0,0,3804,3253,551
2010-07-22,1099,3409,-2310,2524,348,2176,0,0,0,3623,3757,-134
2010-07-23,1243,2160,-917,3224,441,2783,0,0,0,4467,2601,1866
2010-07-26,1480,2333,-853,3172,739,2433,0,0,0,4652,3072,1580
2010-07-27,1392,3537,-2145,3236,873,2363,1,0,1,4629,4410,219
2010-07-28,2033,3016,-983,3107,113,2994,2,0,2,5142,3129,2013
2010-07-29,1587,4152,-2565,3418,353,3065,2,0,2,5007,4505,502
2010-07-30,2214,3113,-899,3173,768,2405,2,0,2,5389,3881,1508
2010-08-02,1984,3026,-1042,3550,321,3229,2,0,2,5536,3347,2189
2010-08-03,2171,3299,-1128,3319,953,2366,2,0,2,5492,4252,1240
2010-08-04,2264,3131,-867,3302,1027,2275,2,0,2,5568,4158,1410
2010-08-05,2378,3270,-892,3086,1343,1743,2,0,2,5466,4613,853
2010-08-06,2383,3398,-1015,3165,1456,1709,2,0,2,5550,4854,696
2010-08-09,3103,3019,84,3064,671,2393,2,0,2,6169,3690,2479
2010-08-10,2462,3651,-1189,3171,1845,1326,2,0,2,5635,5496,139
2010-08-11,2460,4561,-2101,3034,973,2061,2,0,2,5496,5534,-38
2010-08-12,2411,4458,-2047,2866,1236,1630,2,0,2,5279,5694,-415
2010-08-13,2727,3388,-661,3043,1191,1852,2,0,2,5772,4579,1193
2010-08-16,3187,2722,465,3139,957,2182,2,0,2,6328,3679,2649
2010-08-17,3842,2439,1403,3255,776,2479,2,0,2,7099,3215,3884
2010-08-18,742,1625,-883,1766,851,915,2,0,2,2510,2476,34
2010-08-19,1255,1678,-423,2140,720,1420,2,0,2,3397,2398,999
2010-08-20,1038,2188,-1150,2104,1151,953,1,0,1,3143,3339,-196
2010-08-23,1379,2301,-922,2286,1065,1221,1,0,1,3666,3366,300
2010-08-24,1029,4017,-2988,2014,1135,879,1,0,1,3044,5152,-2108
2010-08-25,1141,6529,-5388,1747,1503,244,1,0,1,2889,8032,-5143
2010-08-26,1301,7244,-5943,1847,2094,-247,1,0,1,3149,9338,-6189
2010-08-27,1296,6599,-5303,2185,1693,492,1,0,1,3482,8292,-4810
2010-08-30,1601,5798,-4197,2149,2030,119,1,0,1,3751,7828,-4077
2010-08-31,1431,8476,-7045,2128,1965,163,1,0,1,3560,10441,-6881
2010-09-01,2014,4890,-2876,2265,1832,433,1,15,-14,4280,6737,-2457
2010-09-02,2708,4876,-2168,2374,2038,336,1,15,-14,5083,6929,-1846
2010-09-03,3421,4268,-847,2778,1871,907,1,15,-14,6200,6154,46
2010-09-06,3476,4012,-536,2860,2124,736,1,15,-14,6337,6151,186
2010-09-07,3734,4057,-323,2872,1763,1109,1,15,-14,6607,5835,772
2010-09-08,2600,4311,-1711,3228,2627,601,1,15,-14,5829,6953,-1124
2010-09-09,1795,5303,-3508,3837,3233,604,1,15,-14,5633,8551,-2918
2010-09-10,2206,5272,-3066,3756,3355,401,1,15,-14,5963,8642,-2679
2010-09-13,2603,2352,251,3974,3195,779,1,15,-14,6578,5562,1016
2010-09-14,2749,2649,100,3808,3162,646,1,0,1,6558,5811,747
2010-09-15,1215,1498,-283,3559,177,3382,1,0,1,4775,1675,3100
2010-09-16,1020,3549,-2529,3331,1180,2151,1,0,1,4352,4729,-377
2010-09-17,1731,2950,-1219,4267,1423,2844,1,0,1,5999,4373,1626
2010-09-20,1729,3290,-1561,4192,1249,2943,1,0,1,5922,4539,1383
2010-09-21,1433,3674,-2241,4046,1755,2291,1,0,1,5480,5429,51
2010-09-23,1694,3620,-1926,4005,1709,2296,1,0,1,5700,5329,371
2010-09-24,1595,4783,-3188,3894,2673,1221,1,0,1,5490,7456,-1966
2010-09-27,1599,4579,-2980,4199,2720,1479,1,0,1,5799,7299,-1500
2010-09-28,1725,4255,-2530,4458,2054,2404,0,0,0,6183,6309,-126
2010-09-29,1589,4270,-2681,4486,2106,2380,0,0,0,6075,6376,-301
2010-09-30,1164,3862,-2698,4683,1775,2908,0,0,0,5847,5637,210
2010-10-01,1482,4248,-2766,4530,2166,2364,0,0,0,6012,6414,-402
2010-10-04,1555,3933,-2378,4049,2747,1302,0,0,0,5604,6680,-1076
2010-10-05,1450,4965,-3515,3917,2769,1148,0,0,0,5367,7734,-2367
2010-10-06,1610,3640,-2030,4428,2082,2346,0,0,0,6038,5722,316
2010-10-07,1556,3711,-2155,4308,1798,2510,0,0,0,5864,5509,355
2010-10-08,1723,5589,-3866,3489,2194,1295,0,0,0,5212,7783,-2571
2010-10-11,1943,7641,-5698,3367,2186,1181,0,0,0,5310,9827,-4517
2010-10-12,2369,9456,-7087,3255,2195,1060,0,0,0,5624,11651,-6027
2010-10-13,2848,9025,-6177,3794,2083,1711,0,0,0,6642,11108,-4466
2010-10-14,3187,7198,-4011,4805,2385,2420,0,0,0,7992,9583,-1591
2010-10-15,3359,7468,-4109,4497,2951,1546,0,0,0,7856,10419,-2563
2010-10-18,3031,10762,-7731,3998,3472,526,0,0,0,7029,14234,-7205
2010-10-19,3053,11480,-8427,4145,3183,962,0,0,0,7198,14663,-7465
2010-10-20,1946,3862,-1916,5007,266,4741,0,0,0,6953,4128,2825
2010-10-21,2101,5056,-2955,4640,524,4116,0,0,0,6741,5580,1161
2010-10-22,2819,5271,-2452,4997,513,4484,0,0,0,7816,5784,2032
2010-10-25,3592,5130,-1538,5002,169,4833,0,0,0,8594,5299,3295
2010-10-26,3956,5279,-1323,5037,266,4771,0,0,0,8993,5545,3448
2010-10-27,3442,5680,-2238,4544,636,3908,0,0,0,7986,6316,1670
2010-10-28,3257,5998,-2741,5015,238,4777,0,0,0,8272,6236,2036
2010-10-29,2770,6007,-3237,4412,589,3823,0,0,0,7182,6596,586
2010-11-01,3439,5129,-1690,4390,1118,3272,0,0,0,7829,6247,1582
2010-11-02,3192,5201,-2009,4100,1409,2691,0,0,0,7292,6610,682
2010-11-03,2092,5980,-3888,4048,1845,2203,0,0,0,6140,7825,-1685
2010-11-04,2538,5122,-2584,4595,1287,3308,0,0,0,7133,6409,724
2010-11-05,3765,5035,-1270,4386,1312,3074,0,0,0,8151,6347,1804
2010-11-08,3818,5553,-1735,4317,1384,2933,0,0,0,8135,6937,1198
2010-11-09,4420,5625,-1205,4898,1223,3675,0,0,0,9318,6848,2470
2010-11-10,3848,5982,-2134,4491,1287,3204,0,0,0,8339,7269,1070
2010-11-11,3188,6443,-3255,4621,1831,2790,0,0,0,7809,8274,-465
2010-11-12,2828,8029,-5201,4433,2095,2338,0,0,0,7261,10124,-2863
2010-11-15,3082,9073,-5991,5215,2435,2780,0,0,0,8297,11508,-3211
2010-11-16,2377,7328,-4951,6315,2305,4010,0,0,0,8692,9633,-941
2010-11-17,889,3290,-2401,3281,816,2465,0,0,0,4170,4106,64
2010-11-18,1991,3816,-1825,3235,1314,1921,0,0,0,5226,5130,96
2010-11-19,2280,4368,-2088,3899,1650,2249,0,0,0,6179,6018,161
2010-11-22,4270,3816,454,5423,1032,4391,0,0,0,9693,4848,4845
2010-11-23,3090,4781,-1691,5170,1424,3746,0,0,0,8260,6205,2055
2010-11-24,2706,5556,-2850,4851,1005,3846,0,0,0,7557,6561,996
2010-11-25,3317,4975,-1658,5161,1403,3758,0,0,0,8478,6378,2100
2010-11-26,1457,5167,-3710,5248,1389,3859,0,0,0,6705,6556,149
2010-11-29,2967,5183,-2216,4997,1143,3854,0,0,0,7964,6326,1638
2010-11-30,1685,5343,-3658,4905,769,4136,0,0,0,6590,6112,478
2010-12-01,4173,5392,-1219,5432,493,4939,0,0,0,9605,5885,3720
2010-12-02,4193,5354,-1161,4655,993,3662,0,0,0,8848,6347,2501
2010-12-03,4856,4954,-98,5058,735,4323,0,0,0,9914,5689,4225
2010-12-06,5545,4555,990,4811,855,3956,0,0,0,10356,5410,4946
2010-12-07,5366,4726,640,4321,960,3361,0,0,0,9687,5686,4001
2010-12-08,5844,4727,1117,4453,869,3584,0,0,0,10297,5596,4701
2010-12-09,6607,5106,1501,3539,1123,2416,0,0,0,10146,6229,3917
2010-12-10,6077,5565,512,3529,1424,2105,0,0,0,9606,6989,2617
2010-12-13,6190,5191,999,3920,1260,2660,0,0,0,10110,6451,3659
2010-12-14,6474,6202,272,3629,1084,2545,0,0,0,10103,7286,2817
2010-12-15,2785,4066,-1281,3620,825,2795,0,0,0,6405,4891,1514
2010-12-16,2485,4031,-1546,3290,1049,2241,0,0,0,5775,5080,695
2010-12-17,3231,4211,-980,3840,1293,2547,0,0,0,7071,5504,1567
2010-12-20,2370,4617,-2247,3063,1513,1550,0,0,0,5433,6130,-697
2010-12-21,3500,4128,-628,3598,946,2652,0,0,0,7098,5074,2024
2010-12-22,3406,4249,-843,4028,902,3126,0,0,0,7434,5151,2283
2010-12-23,4165,2700,1465,4675,789,3886,0,0,0,8840,3489,5351
2010-12-24,3309,3032,277,3657,1287,2370,0,0,0,6966,4319,2647
2010-12-27,3573,3317,256,3405,1452,1953,0,0,0,6978,4769,2209
2010-12-28,3425,3314,111,3411,1931,1480,0,0,0,6836,5245,1591
2010-12-29,3444,3673,-229,3803,2056,1747,0,0,0,7247,5729,1518
2010-12-30,3827,3269,558,3936,1921,2015,0,0,0,7763,5190,2573
2010-12-31,4220,3140,1080,4142,1610,2532,0,0,0,8362,4750,3612
2011-01-03,3881,2704,1177,3932,1815,2117,0,0,0,7813,4519,3294
2011-01-04,3492,2765,727,3320,1827,1493,0,0,0,6812,4592,2220
2011-01-05,2415,2982,-567,3112,2025,1087,0,0,0,5527,5007,520
2011-01-06,2491,2564,-73,3179,2077,1102,0,0,0,5670,4641,1029
2011-01-07,1883,3141,-1258,3256,2250,1006,0,0,0,5139,5391,-252
2011-01-10,2067,2463,-396,3323,2212,1111,0,0,0,5390,4675,715
2011-01-11,4631,1961,2670,4514,2057,2457,0,0,0,9145,4018,5127
2011-01-12,4433,2122,2311,4019,2300,1719,0,0,0,8452,4422,4030
2011-01-13,4765,2290,2475,3815,2327,1488,0,0,0,8580,4617,3963
2011-01-14,5002,2141,2861,3964,2567,1397,0,0,0,8966,4708,4258
2011-01-17,4837,2711,2126,3897,2979,918,0,0,0,8734,5690,3044
2011-01-18,6045,2069,3976,4834,2604,2230,0,0,0,10879,4673,6206
2011-01-19,3132,1437,1695,3253,742,2511,0,0,0,6385,2179,4206
2011-01-20,2509,2621,-112,2378,858,1520,0,0,0,4887,3479,1408
2011-01-21,2732,2909,-177,1580,1315,265,0,0,0,4312,4224,88
2011-01-24,2841,2804,37,1715,1369,346,0,0,0,4556,4173,383
2011-01-25,2764,2269,495,2266,1430,836,0,0,0,5030,3699,1331
2011-01-26,5192,1682,3510,3862,1452,2410,0,0,0,9054,3134,5920
