date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2018-08-24,8571,11017,-2446,64313,32325,31988,2648,26853,-24205,75532,70195,5337
2018-08-27,8078,11495,-3417,65995,28961,37034,2682,26760,-24078,76755,67216,9539
2018-08-28,8290,11667,-3377,69059,27746,41313,2747,26960,-24213,80096,66373,13723
2018-08-29,9339,13055,-3716,76624,28325,48299,2723,26938,-24215,88686,68318,20368
2018-08-30,10060,12944,-2884,80560,26973,53587,2740,26886,-24146,93360,66803,26557
2018-08-31,10144,12035,-1891,74391,27908,46483,2689,27140,-24451,87224,67083,20141
2018-09-03,9246,12388,-3142,73601,26679,46922,2605,27575,-24970,85452,66642,18810
2018-09-04,8965,11999,-3034,73946,27433,46513,2565,27207,-24642,85476,66639,18837
2018-09-05,8496,12462,-3966,74146,27117,47029,2525,27221,-24696,85167,66800,18367
2018-09-06,7906,12547,-4641,75394,27825,47569,2535,27242,-24707,85835,67614,18221
2018-09-07,7373,13222,-5849,74661,28335,46326,2452,27846,-25394,84486,69403,15083
2018-09-10,7220,12533,-5313,68051,34217,33834,2444,28085,-25641,77715,74835,2880
2018-09-11,7770,11729,-3959,63053,34324,28729,2260,27439,-25179,73083,73492,-409
2018-09-12,8402,11582,-3180,59044,33837,25207,2312,27327,-25015,69758,72746,-2988
2018-09-13,9778,10950,-1172,57746,37128,20618,2452,27325,-24873,69976,75403,-5427
2018-09-14,9103,10630,-1527,69574,37136,32438,2555,26350,-23795,81232,74116,7116
2018-09-17,10301,10529,-228,65212,42506,22706,2759,26245,-23486,78272,79280,-1008
2018-09-18,8274,11787,-3513,61799,37171,24628,2719,26548,-23829,72792,75506,-2714
2018-09-19,5515,7560,-2045,50786,21900,28886,2677,26088,-23411,58978,55548,3430
2018-09-20,6592,8738,-2146,47085,24536,22549,2730,26094,-23364,56407,59368,-2961
2018-09-21,7356,7728,-372,52044,23282,28762,2723,25605,-22882,62123,56615,5508
2018-09-25,7766,8349,-583,54494,22154,32340,2738,25596,-22858,64998,56099,8899
2018-09-26,7113,7537,-424,53535,22248,31287,2736,25597,-22861,63384,55382,8002
2018-09-27,8217,8516,-299,58051,20712,37339,2664,25585,-22921,68932,54813,14119
2018-09-28,9119,9202,-83,55738,23765,31973,2570,25844,-23274,67427,58811,8616
2018-10-01,10695,10155,540,57739,21379,36360,2598,25828,-23230,71032,57362,13670
2018-10-02,11136,11275,-139,51367,29620,21747,2559,26267,-23708,65062,67162,-2100
2018-10-03,8168,10813,-2645,53329,26441,26888,2526,26473,-23947,64023,63727,296
2018-10-04,13574,12673,901,46542,37322,9220,2447,26781,-24334,62563,76776,-14213
2018-10-05,16360,14232,2128,48028,40319,7709,2437,27337,-24900,66825,81888,-15063
2018-10-08,17013,14392,2621,49058,42289,6769,2779,26887,-24108,68850,83568,-14718
2018-10-09,17553,14284,3269,49732,43484,6248,2949,26319,-23370,70234,84087,-13853
2018-10-11,20404,12823,7581,56273,39571,16702,3186,30013,-26827,79863,82407,-2544
2018-10-12,18231,11519,6712,64995,38648,26347,3228,27147,-23919,86454,77314,9140
2018-10-15,17656,12141,5515,69997,43491,26506,3176,27251,-24075,90829,82883,7946
2018-10-16,19335,13536,5799,79873,52512,27361,3190,27154,-23964,102398,93202,9196
2018-10-17,10258,9015,1243,61610,29659,31951,3272,28655,-25383,75140,67329,7811
2018-10-18,10830,9479,1351,56639,26213,30426,3295,28959,-25664,70764,64651,6113
2018-10-19,11054,9636,1418,58271,24055,34216,3311,29058,-25747,72636,62749,9887
2018-10-22,12165,9400,2765,53776,25846,27930,3375,28606,-25231,69316,63852,5464
2018-10-23,13584,10649,2935,55629,27074,28555,3423,29760,-26337,72636,67483,5153
2018-10-24,11336,9734,1602,57112,26059,31053,3472,30229,-26757,71920,66022,5898
2018-10-25,11833,11453,380,62750,25104,37646,3427,32560,-29133,78010,69117,8893
2018-10-26,13162,11132,2030,61201,22798,38403,3406,32871,-29465,77769,66801,10968
2018-10-29,12672,11108,1564,59064,18768,40296,3416,32885,-29469,75152,62761,12391
2018-10-30,11609,10991,618,61909,22577,39332,3424,32244,-28820,76942,65812,11130
2018-10-31,11534,10366,1168,60323,24113,36210,3464,30656,-27192,75321,65135,10186
2018-11-01,13155,11122,2033,60540,26851,33689,3742,29353,-25611,77437,67326,10111
2018-11-02,12494,11465,1029,65202,27225,37977,3660,30028,-26368,81356,68718,12638
2018-11-05,14049,10904,3145,60854,28127,32727,3616,31746,-28130,78519,70777,7742
2018-11-06,14205,11174,3031,62764,30838,31926,3451,32049,-28598,80420,74061,6359
2018-11-07,13657,11430,2227,66561,30903,35658,3440,31560,-28120,83658,73893,9765
2018-11-08,15455,11481,3974,69377,33048,36329,3348,31131,-27783,88180,75660,12520
2018-11-09,15494,11255,4239,66322,33611,32711,3330,32116,-28786,85146,76982,8164
2018-11-12,14004,11805,2199,68975,31170,37805,3243,32234,-28991,86222,75209,11013
2018-11-13,13204,11460,1744,69506,29363,40143,3111,32887,-29776,85821,73710,12111
2018-11-14,14177,11788,2389,69389,28392,40997,3133,32371,-29238,86699,72551,14148
2018-11-15,14046,11498,2548,68633,26968,41665,3105,32184,-29079,85784,70650,15134
2018-11-16,13447,10815,2632,68931,31811,37120,3091,32218,-29127,85469,74844,10625
2018-11-19,13060,10709,2351,80605,41611,38994,3101,32012,-28911,96766,84332,12434
2018-11-20,13895,11469,2426,83827,44500,39327,3055,32440,-29385,100777,88409,12368
2018-11-21,8654,8883,-229,65351,23717,41634,3018,32409,-29391,77023,65009,12014
2018-11-22,9328,9412,-84,63322,22788,40534,3071,32382,-29311,75721,64582,11139
2018-11-23,8909,10051,-1142,63239,22984,40255,3067,32264,-29197,75215,65299,9916
2018-11-26,7430,8831,-1401,66777,23129,43648,3071,31791,-28720,77278,63751,13527
2018-11-27,9896,7469,2427,64077,27729,36348,3110,31768,-28658,77083,66966,10117
2018-11-28,8065,7548,517,67882,25519,42363,3082,30925,-27843,79029,63992,15037
2018-11-29,7305,7809,-504,68015,26926,41089,3070,30802,-27732,78390,65537,12853
2018-11-30,9087,7462,1625,65298,28559,36739,2978,31461,-28483,77363,67482,9881
2018-12-03,8515,8703,-188,70926,30750,40176,2913,29809,-26896,82354,69262,13092
2018-12-04,10458,8346,2112,65244,29418,35826,2795,30900,-28105,78497,68664,9833
2018-12-05,9841,8448,1393,63779,27891,35888,2765,32101,-29336,76385,68440,7945
2018-12-06,11604,9682,1922,60562,29389,31173,2845,33594,-30749,75011,72665,2346
2018-12-07,11516,9771,1745,64361,27712,36649,2861,32517,-29656,78738,70000,8738
2018-12-10,11375,11129,246,63479,26903,36576,2807,32861,-30054,77661,70893,6768
2018-12-11,13164,10663,2501,61998,26864,35134,2807,31948,-29141,77969,69475,8494
2018-12-12,13282,10931,2351,61934,23072,38862,2836,31689,-28853,78052,65692,12360
2018-12-13,12622,10698,1924,64632,23548,41084,2838,32453,-29615,80092,66699,13393
2018-12-14,14034,10542,3492,61139,24655,36484,2820,33553,-30733,77993,68750,9243
2018-12-17,12422,10970,1452,64778,24076,40702,3001,33791,-30790,80201,68837,11364
2018-12-18,14166,12623,1543,69575,30373,39202,2984,34986,-32002,86725,77982,8743
2018-12-19,9862,7737,2125,60126,17693,42433,2975,35477,-32502,72963,60907,12056
2018-12-20,10177,8155,2022,60055,19432,40623,2950,36813,-33863,73182,64400,8782
2018-12-21,11142,8264,2878,58245,18832,39413,2894,37172,-34278,72281,64268,8013
2018-12-22,11297,8305,2992,58820,22458,36362,2891,37901,-35010,73008,68664,4344
2018-12-24,11280,8362,2918,56352,20663,35689,2896,38424,-35528,70528,67449,3079
2018-12-25,12520,8402,4118,56489,21379,35110,2938,40110,-37172,71947,69891,2056
2018-12-26,10024,7875,2149,58475,19330,39145,2792,41356,-38564,71291,68561,2730
2018-12-27,10819,9336,1483,62485,16403,46082,2835,39773,-36938,76139,65512,10627
2018-12-28,11115,10572,543,63045,16021,47024,2826,39711,-36885,76986,66304,10682
2019-01-02,12262,8430,3832,58863,23094,35769,2831,39922,-37091,73956,71446,2510
2019-01-03,13689,8652,5037,56822,23571,33251,2818,37245,-34427,73329,69468,3861
2019-01-04,13883,9190,4693,54589,24938,29651,2776,35385,-32609,71248,69513,1735
2019-01-07,13335,8382,4953,60367,22604,37763,2817,32166,-29349,76519,63152,13367
2019-01-08,13044,10565,2479,57740,22165,35575,2834,30106,-27272,73618,62836,10782
2019-01-09,12002,10552,1450,64785,19979,44806,2850,28008,-25158,79637,58539,21098
2019-01-10,11351,10929,422,64359,17116,47243,2864,27514,-24650,78574,55559,23015
2019-01-11,11504,13096,-1592,67329,17967,49362,2805,26272,-23467,81638,57335,24303
2019-01-14,11342,10754,588,63122,18984,44138,2767,26508,-23741,77231,56246,20985
2019-01-15,12944,14267,-1323,75671,22716,52955,2759,26124,-23365,91374,63107,28267
2019-01-16,8085,10951,-2866,59617,11300,48317,2736,26299,-23563,70438,48550,21888
2019-01-17,8427,12649,-4222,64998,12611,52387,2735,26299,-23564,76160,51559,24601
2019-01-18,9079,11784,-2705,67206,14874,52332,2665,26015,-23350,78950,52673,26277
2019-01-21,9752,12472,-2720,69501,16205,53296,2034,25794,-23760,81287,54471,26816
2019-01-22,10114,11823,-1709,69138,15122,54016,2030,26203,-24173,81282,53148,28134
2019-01-23,10086,11284,-1198,63637,15383,48254,2051,26911,-24860,75774,53578,22196
2019-01-24,11024,11114,-90,65876,14180,51696,2032,26898,-24866,78932,52192,26740
2019-01-25,10431,14022,-3591,74121,13009,61112,1979,26868,-24889,86531,53899,32632
2019-01-28,11063,13977,-2914,72820,13834,58986,1954,26902,-24948,85837,54713,31124
2019-01-29,11537,12351,-814,67302,15095,52207,1914,27889,-25975,80753,55335,25418
2019-01-30,10972,11928,-956,65349,14929,50420,1923,27943,-26020,78244,54800,23444
2019-02-11,10891,11532,-641,67707,14801,52906,1930,28079,-26149,80528,54412,26116
2019-02-12,12733,12275,458,71223,13231,57992,1907,27808,-25901,85863,53314,32549
2019-02-13,13678,10929,2749,69015,16234,52781,1931,27964,-26033,84624,55127,29497
2019-02-14,12329,10843,1486,69348,12899,56449,1916,27976,-26060,83593,51718,31875
2019-02-15,12073,11047,1026,69957,12891,57066,1885,28255,-26370,83915,52193,31722
2019-02-18,13883,13117,766,73597,14809,58788,1854,27209,-25355,89334,55135,34199
2019-02-19,17344,15851,1493,83258,23437,59821,1854,27206,-25352,102456,66494,35962
2019-02-20,9345,15219,-5874,75669,10322,65347,1782,26707,-24925,86796,52248,34548
2019-02-21,11111,15859,-4748,74926,9132,65794,1785,26691,-24906,87822,51682,36140
2019-02-22,11682,14818,-3136,69782,9707,60075,1775,26646,-24871,83239,51171,32068
2019-02-25,12459,15944,-3485,69285,9897,59388,1776,26428,-24652,83520,52269,31251
2019-02-26,12205,15275,-3070,69974,9590,60384,1761,26827,-25066,83940,51692,32248
2019-02-27,10379,14563,-4184,71404,11443,59961,1754,27130,-25376,83537,53136,30401
2019-03-04,10844,11744,-900,69061,17474,51587,1745,27447,-25702,81650,56665,24985
2019-03-05,11753,13500,-1747,67529,14317,53212,1746,28063,-26317,81028,55880,25148
2019-03-06,11088,14672,-3584,70388,12171,58217,1771,28052,-26281,83247,54895,28352
2019-03-07,11788,16106,-4318,70349,11556,58793,1735,28569,-26834,83872,56231,27641
2019-03-08,12729,16561,-3832,70137,13937,56200,1723,29372,-27649,84589,59870,24719
2019-03-11,13174,15974,-2800,69849,14741,55108,1727,29287,-27560,84750,60002,24748
2019-03-12,14366,17283,-2917,69846,13275,56571,1757,28524,-26767,85969,59082,26887
2019-03-13,14157,15841,-1684,69288,11912,57376,1743,28516,-26773,85188,56269,28919
2019-03-14,13861,14025,-164,66823,15457,51366,1743,28515,-26772,82427,57997,24430
2019-03-15,15751,17883,-2132,74253,18400,55853,1750,28192,-26442,91754,64475,27279
2019-03-18,16341,15013,1328,79842,23768,56074,1744,27768,-26024,97927,66549,31378
2019-03-19,14040,13373,667,90983,33600,57383,1714,28255,-26541,106737,75228,31509
2019-03-20,8777,12270,-3493,74174,17472,56702,1721,28265,-26544,84672,58007,26665
2019-03-21,9847,13966,-4119,80320,16818,63502,1697,29141,-27444,91864,59925,31939
2019-03-22,10717,13215,-2498,76630,17409,59221,1697,29100,-27403,89044,59724,29320
2019-03-25,9821,15268,-5447,74525,17107,57418,1659,29941,-28282,86005,62316,23689
2019-03-26,10459,15516,-5057,76626,17827,58799,1667,29616,-27949,88752,62959,25793
2019-03-27,9782,13956,-4174,74209,17818,56391,1685,29641,-27956,85676,61415,24261
2019-03-28,10041,15083,-5042,77287,16386,60901,1671,29646,-27975,88999,61115,27884
2019-03-29,12254,14944,-2690,76542,18696,57846,1678,29080,-27402,90474,62720,27754
2019-04-01,11050,15192,-4142,76861,18095,58766,1628,28866,-27238,89539,62153,27386
2019-04-02,10924,15588,-4664,77289,17082,60207,1580,28652,-27072,89793,61322,28471
2019-04-03,10303,14704,-4401,76073,16340,59733,1561,28347,-26786,87937,59391,28546
2019-04-08,9677,15875,-6198,80048,17269,62779,1567,27872,-26305,91292,61016,30276
2019-04-09,10225,16161,-5936,84800,17674,67126,1525,27560,-26035,96550,61395,35155
2019-04-10,8557,14072,-5515,83163,19049,64114,1443,27551,-26108,93163,60672,32491
2019-04-11,7899,12354,-4455,81975,19085,62890,1420,27573,-26153,91294,59012,32282
2019-04-12,7907,13486,-5579,81766,18660,63106,1420,27573,-26153,91093,59719,31374
2019-04-15,10541,14974,-4433,87231,25775,61456,1427,27352,-25925,99199,68101,31098
2019-04-16,10750,13179,-2429,90176,29614,60562,1394,27339,-25945,102320,70132,32188
2019-04-17,7419,14638,-7219,78296,15549,62747,1356,26701,-25345,87071,56888,30183
2019-04-18,8329,15718,-7389,79739,16728,63011,1350,27112,-25762,89418,59558,29860
2019-04-19,8642,16321,-7679,81576,17683,63893,1347,27312,-25965,91565,61316,30249
2019-04-22,9094,15508,-6414,79160,18426,60734,1347,27306,-25959,89601,61240,28361
2019-04-23,9308,16383,-7075,79616,17359,62257,1335,27305,-25970,90259,61047,29212
2019-04-24,8954,13430,-4476,76102,19984,56118,1338,27306,-25968,86394,60720,25674
2019-04-25,9112,15766,-6654,80011,19158,60853,1338,26398,-25060,90461,61322,29139
2019-04-26,9206,15575,-6369,75250,21029,54221,1316,27007,-25691,85772,63611,22161
2019-04-29,9086,15920,-6834,76507,20059,56448,1321,27047,-25726,86914,63026,23888
2019-04-30,9825,14117,-4292,77328,19574,57754,1319,27051,-25732,88472,60742,27730
2019-05-02,9264,14076,-4812,76770,20063,56707,1339,26723,-25384,87373,60862,26511
2019-05-03,10055,13804,-3749,81322,20571,60751,1343,26172,-24829,92720,60547,32173
2019-05-06,9932,12781,-2849,74317,24309,50008,1307,27224,-25917,85556,64314,21242
2019-05-07,10095,15065,-4970,78380,21431,56949,1316,26681,-25365,89791,63177,26614
2019-05-08,7931,13895,-5964,79651,24634,55017,1311,26937,-25626,88893,65466,23427
2019-05-09,11000,15813,-4813,78181,29444,48737,1293,27887,-26594,90474,73144,17330
2019-05-10,11558,18774,-7216,84371,27363,57008,1281,27935,-26654,97210,74072,23138
2019-05-13,12132,20990,-8858,91439,42130,49309,1268,28632,-27364,104839,91752,13087
2019-05-14,7286,17652,-10366,94256,43286,50970,1233,28451,-27218,102775,89389,13386
2019-05-15,6095,10306,-4211,67514,20364,47150,1229,27886,-26657,74838,58556,16282
2019-05-16,8014,14667,-6653,68067,18895,49172,1260,28404,-27144,77341,61966,15375
2019-05-17,8772,17114,-8342,69602,21645,47957,1219,28748,-27529,79593,67507,12086
2019-05-20,7932,18410,-10478,71908,19165,52743,1233,28749,-27516,81073,66324,14749
2019-05-21,8281,18452,-10171,70746,19664,51082,1292,28641,-27349,80319,66757,13562
2019-05-22,7817,14629,-6812,64954,17457,47497,1391,28234,-26843,74162,60320,13842
2019-05-23,8758,14495,-5737,60275,19295,40980,1426,29365,-27939,70459,63155,7304
2019-05-24,8483,15870,-7387,60839,15472,45367,1431,29480,-28049,70753,60822,9931
2019-05-27,8918,13853,-4935,59877,15709,44168,1431,29940,-28509,70226,59502,10724
2019-05-28,9070,13861,-4791,58521,15777,42744,1468,29928,-28460,69059,59566,9493
2019-05-29,7783,13352,-5569,61761,16537,45224,1447,29649,-28202,70991,59538,11453
2019-05-30,8437,14394,-5957,61944,17596,44348,1445,28617,-27172,71826,60607,11219
2019-05-31,9835,13360,-3525,61451,17281,44170,1445,28118,-26673,72731,58759,13972
2019-06-03,10414,14006,-3592,58247,13838,44409,1476,30123,-28647,70137,57967,12170
2019-06-04,10177,13300,-3123,56510,14690,41820,1529,31711,-30182,68216,59701,8515
2019-06-05,9693,12530,-2837,59219,17460,41759,1566,33619,-32053,70478,63609,6869
2019-06-06,10778,12423,-1645,58063,17876,40187,1565,34791,-33226,70406,65090,5316
2019-06-10,12513,15417,-2904,63890,16629,47261,1604,34306,-32702,78007,66352,11655
2019-06-11,13528,15452,-1924,62755,15620,47135,1614,32744,-31130,77897,63816,14081
2019-06-12,12457,14662,-2205,61832,14134,47698,1691,31544,-29853,75980,60340,15640
2019-06-13,13174,13564,-390,60182,18723,41459,1671,30855,-29184,75027,63142,11885
2019-06-14,14794,15866,-1072,64977,23816,41161,1691,29753,-28062,81462,69435,12027
2019-06-17,14169,18080,-3911,79745,35731,44014,1956,29761,-27805,95870,83572,12298
2019-06-18,12394,16543,-4149,88225,45602,42623,1893,30160,-28267,102512,92305,10207
2019-06-19,5240,11644,-6404,72184,21069,51115,1952,30867,-28915,79376,63580,15796
2019-06-20,6206,12843,-6637,76979,23381,53598,1980,33077,-31097,85165,69301,15864
2019-06-21,6962,14389,-7427,80220,26525,53695,2748,34188,-31440,89930,75102,14828
2019-06-24,7313,13863,-6550,79860,30474,49386,2780,33923,-31143,89953,78260,11693
2019-06-25,7306,14993,-7687,78309,28926,49383,2867,34548,-31681,88482,78467,10015
2019-06-26,8053,14092,-6039,75435,31152,44283,2718,33184,-30466,86206,78428,7778
2019-06-27,9018,12381,-3363,79988,34376,45612,2716,32468,-29752,91722,79225,12497
2019-06-28,10461,14124,-3663,77704,30579,47125,2769,33857,-31088,90934,78560,12374
2019-07-01,10016,14218,-4202,80727,33927,46800,3017,31592,-28575,93760,79737,14023
2019-07-02,10593,15249,-4656,76715,32052,44663,3440,30699,-27259,90748,78000,12748
2019-07-03,9023,14198,-5175,71914,29472,42442,3579,27646,-24067,84516,71316,13200
2019-07-04,9084,13926,-4842,70971,28124,42847,3644,26229,-22585,83699,68279,15420
2019-07-05,9017,14284,-5267,69837,27754,42083,3796,26278,-22482,82650,68316,14334
2019-07-08,9490,14193,-4703,68481,27446,41035,3871,25787,-21916,81842,67426,14416
2019-07-09,10145,15461,-5316,68895,29670,39225,3872,25787,-21915,82912,70918,11994
2019-07-10,9226,14532,-5306,72111,29359,42752,3928,25324,-21396,85265,69215,16050
2019-07-11,10058,15252,-5194,74099,29858,44241,3879,25781,-21902,88036,70891,17145
2019-07-12,11185,14934,-3749,76445,34038,42407,3961,25781,-21820,91591,74753,16838
2019-07-15,12130,15031,-2901,73279,32076,41203,4034,25790,-21756,89443,72897,16546
2019-07-16,10886,13508,-2622,70778,34917,35861,4037,23992,-19955,85701,72417,13284
2019-07-17,5897,11690,-5793,54137,21456,32681,4044,24006,-19962,64078,57152,6926
2019-07-18,5907,12560,-6653,59237,20543,38694,3562,24206,-20644,68706,57309,11397
2019-07-19,5835,12449,-6614,60918,19801,41117,3658,26323,-22665,70411,58573,11838
2019-07-22,7442,12421,-4979,64924,19520,45404,3640,27217,-23577,76006,59158,16848
2019-07-23,7731,12602,-4871,61878,17444,44434,3623,27217,-23594,73232,57263,15969
2019-07-24,6369,11649,-5280,60605,16451,44154,3900,27217,-23317,70874,55317,15557
2019-07-25,7762,10546,-2784,59907,16783,43124,3697,27212,-23515,71366,54541,16825
2019-07-26,8522,11596,-3074,57984,17432,40552,3509,27217,-23708,70015,56245,13770
2019-07-29,8958,12089,-3131,59916,19405,40511,3500,27217,-23717,72374,58711,13663
2019-07-30,7241,12194,-4953,59016,22537,36479,3508,27224,-23716,69765,61955,7810
2019-07-31,6074,9760,-3686,59409,22002,37407,3542,27236,-23694,69025,58998,10027
2019-08-01,6731,9566,-2835,57735,25172,32563,3512,26984,-23472,67978,61722,6256
2019-08-02,7396,9442,-2046,60475,31296,29179,3482,27423,-23941,71353,68161,3192
2019-08-05,8649,12082,-3433,62645,33491,29154,3502,25579,-22077,74796,71152,3644
2019-08-06,9215,11268,-2053,59897,30913,28984,3497,25251,-21754,72609,67432,5177
2019-08-07,8916,10917,-2001,62697,29641,33056,3487,24796,-21309,75100,65354,9746
2019-08-08,9144,10772,-1628,62967,28604,34363,3617,24747,-21130,75728,64123,11605
2019-08-12,9351,11176,-1825,63157,29226,33931,3703,24747,-21044,76211,65149,11062
2019-08-13,8818,12938,-4120,63516,27454,36062,3699,24812,-21113,76033,65204,10829
2019-08-14,8365,12839,-4474,63983,26541,37442,3681,26191,-22510,76029,65571,10458
2019-08-15,8053,14544,-6491,69441,30149,39292,3718,27270,-23552,81212,71963,9249
2019-08-16,6156,11877,-5721,67784,29142,38642,3759,26517,-22758,77699,67536,10163
2019-08-19,6761,11986,-5225,68786,30144,38642,3793,26483,-22690,79340,68613,10727
2019-08-20,6618,14407,-7789,71840,30057,41783,3796,26233,-22437,82254,70697,11557
2019-08-21,5485,10659,-5174,62266,20044,42222,3793,26507,-22714,71544,57210,14334
